book_key,question_type,page,text,answer,author_name,book_title,source_name
better-with-butter,content,3,"who does Marvel choose to dress up as for her ""Famous Californian"" presentation?",Grandma Prisbrey,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,3,What was Grandma Prisbey famous for?,Building a village out of recycled garbage,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,4,What color is Marvel's wig for her famous Californian costume?,gray,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,5,what is the name of the school that Marvel attends?,Bayside Academy,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,5,What is the two word name of the school that Marvel goes to?,Bayside Academy,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,7,Who does Marvel choose to do her famous Californian speech on?,Grandma Prisbey,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,10,which musical instrument does Jamie bring for his Famous Californian presentation?,Trumpet,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,13,what does Marvel say would be easier than saying her speech?,Jumping out of a plane,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,196,Who offers to help with the set of the play?,Marvel's dad,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,198,Who does Marvel want to play the lead role with Butter in the play?,Theo,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,198,"Where does Marvel take Butter to practice the ""Leave it Command""?",garden,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,223,What was hanging out of Ellie's backpack that made Butter want to lunge and grab?,a piece of paper,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,226,What is Mercedes role in the school play?,Assistant stage manager,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,228,What is Marvel's first role in the school play?,townsperson,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,,What trick is Marvel trying to teach Butter to do for the play?,To kiss Grandpa at the end of the play,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,3,Who does Marvel choose for her presentation on a famous Californian?,Grandma Prisbrey,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,4,Who chooses to present on Mrs. Field and hand out cookies for their famous Californian presentation?,Addie Lucas,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,6,What is the name of the principal at Bayside Academy?,Principal Huxx,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,6,What is the last name of the principal at Marvel's school?,Huxx,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,8,What is the first name of the character who makes chocolate chip cookies for the class?,Addie,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,13,What is the name of Marvel's main teacher?,Ms. Day,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,19,Who helps carry Marvel off stage with the principal when she freezes?,PE teacher,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,38,What happens to the baby goat when she is scared?,faints/falls over and freezes,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,42,What is Marvel's brother's name?,Reef,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,46,What school subject is the book that Butter eats pages out of?,math,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,67,What does Butter smell like when Marvel brings her home?,garbage,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,80,What is Marvel's nickname for the pet store employee?,Goth Girl,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,94,Why does Ms. Day text on her phone when the class is watching their famous Californian performances?,she is an aunt/her sister had a baby,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,106,Where do Marvel and Addie take Butter when teaching her to walk on a leash?,pet store,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,115,What do Marvel and Addie feed Butter to get her to walk on a leash?,Cheerios,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,117,What is Jamie's nickname for Marvel?,Frosty,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,121,How many lost animal fliers of Butter does Marvel print and put up?,three,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,137,What is the name of Marvel's school counselor?,Mr. J,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,138,Name one of the three people in Marvel's friendship group.,"Jamie, Keira, Kylie",Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,140,What do the letters ESA stand for?,emotional support animal,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,153,How does Marvel pay the online money to register Butter as an ESA?,Reef's credit card,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,178,Who convinces Principal Huxx to allow Butter at school temporarily?,her dad and Mr. J,Victoria Piontek,Better with Butter,OBOB Parent Group
better-with-butter,content,184,List two skills Butter has to demonstrate to stay at school as an ESA.,Leave it; walk on leash; respond to name; come when called; be friendly and adaptable,Victoria Piontek,Better with Butter,OBOB Parent Group
