book_key,question_type,page,text,answer,author_name,book_title,source_name
before-ever-after,content,0,in what year does the book begin?,1999,Jacqueline Woodson,Before the Ever After,Lake Oswego Library
before-ever-after,content,0,what year did Dr. Bennet Omalu discover that the same brain disease affecting boxers was also harming football players?,2002,Jacqueline Woodson,Before the Ever After,OBOB Practice-Question Coalition
before-ever-after,content,0,"what does CTE, the degenerative brain disease found in athletes, stand for?",Chronic traumatic encephalopathy,Jacqueline Woodson,Before the Ever After,OBOB Practice-Question Coalition
before-ever-after,content,0,"in what year was brain damage finally publically linked to football, ""America's most popular sport""?",2016,Jacqueline Woodson,Before the Ever After,OBOB Practice-Question Coalition
before-ever-after,content,0,"what year does ""Part 1"" begin?",1999,Jacqueline Woodson,Before the Ever After,OBOB Practice-Question Coalition
before-ever-after,content,0,"while filming a commercial, how many takes does ZJ's dad get before they call it a day?",72,Jacqueline Woodson,Before the Ever After,OBOB Practice-Question Coalition
before-ever-after,content,0,In what year does the story start?,1999,Jacqueline Woodson,Before the Ever After,Beaverton City Library
before-ever-after,content,0,"What age was Daddy when they threw him a birthday and proclaimed him ""over the hill""?",35th,Jacqueline Woodson,Before the Ever After,Beaverton City Library
before-ever-after,content,1,"which friend does ZJ's dad soft tackle in ZJ's ""Memory Like a Movie""?",Ollie,Jacqueline Woodson,Before the Ever After,OBOB Practice-Question Coalition
before-ever-after,content,2,"What does the narrator's daddy ""send into the abyss""?",A football,Jacqueline Woodson,Before the Ever After,Beaverton City Library
before-ever-after,content,3,what color is ZJ's dad's first Super Bowl ring?,gold and black (diamonds),Jacqueline Woodson,Before the Ever After,OBOB Practice-Question Coalition
before-ever-after,content,4,what is their dad’s nickname?,Zachariah44,Jacqueline Woodson,Before the Ever After,Lake Oswego Library
before-ever-after,content,4,What is Zachariah's football number?,44,Jacqueline Woodson,Before the Ever After,Cedar Mill Library
before-ever-after,content,4,what number is Zachariah (ZJ's dad)?,44,Jacqueline Woodson,Before the Ever After,OBOB Practice-Question Coalition
before-ever-after,content,4,What was his dad's number?,44,Jacqueline Woodson,Before the Ever After,Beaverton City Library
before-ever-after,content,5,how many “pounds of pain” is his father?,223,Jacqueline Woodson,Before the Ever After,Lake Oswego Library
before-ever-after,content,5,how many pounds of pain does Zachariah's dad say that his whole body is in?,223,Jacqueline Woodson,Before the Ever After,OBOB Practice-Question Coalition
before-ever-after,content,5,"after a game, Daddy says his body is how many ""pounds of pain""?",223,Jacqueline Woodson,Before the Ever After,OBOB Practice-Question Coalition
before-ever-after,content,6,where does Zachariah take ZJ to get icecream before preseason training?,Village Ice Cream,Jacqueline Woodson,Before the Ever After,OBOB Practice-Question Coalition
