book_key,question_type,page,text,answer,author_name,book_title,source_name
candidly-cline,content,1,which building is reported to be the tallest 3-story structure on Earth?,The Shinner Building,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,1,what city does does Cline live in?,"Paris, Kentucky",Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,1,where is the farthest from home that Cline has traveled?,The Cincinnati Zoo (in Ohio),Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,2,who is the owner of the Goldenrod Diner?,Luann,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,2,what main dish does Gram always get at the Goldenrod Diner?,The biscuits and gravy plate,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,2,what is the name of the restaurant that Cline’s mother works at?,The Goldenrod Diner,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,2,what does Gram always order from the Goldenrod Diner?,"The biscuits and gravy plate, (with one side of sweet baby carrots and another or turnip greens)",Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,2,what is Cline's mother's full name?,Judy Alden,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,2,what two sides does Gram order to go with her biscuits and gravy?,(Sweet baby) carrots AND turnip greens (accept turnips or greens),Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,2,What is the name of the diner where Cline's mom works?,The Goldenrod,Kathryn Ormsbee,Candidly Cline,Beaverton City Library
candidly-cline,content,3,"what does the term, ""stack of Vermont"" refer to?",Pancakes with syrup,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,3,what is Cline's favorite drink at the Goldenrod Diner?,An Arnold Palmer,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,3,what two ingredients are in an Arnold Palmer drink?,Iced tea and lemonade,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,3,what is the name of the diner where Cline’s mom works?,The Goldenrod Diner,Kathryn Ormsbee,Candidly Cline,Lake Oswego Public Library
candidly-cline,content,5,what color paper is the flyer for the singer/songwriter workshop printed on?,Orange,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,5,who gives Cline the flyer for the Young Singer-Songwriter Workshop?,Delia,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,5,what color is Delia's hair? Be specific.,Cotton candy pink,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,5,what’s the name of the character who gives Cline the flyer about the singer-songwriter workshop?,Delia,Kathryn Ormsbee,Candidly Cline,Lake Oswego Public Library
candidly-cline,content,6,who is the instructor for the singer-songwriter course?,Mireille Johnson,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,6,in what city is the Young Singer Songwriter Workshop?,"Lexington, Kentucky",Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,6,what is the price of the Young Singer Songwriter Workshop? Be specific.,$300 plus a $15 application fee,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,6,what is the postmark deadline for the workshop applications?,(On or before) September 16th,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,6,the flyer for the singer-songwriter workshop says applications must be postmarked on or before which date?,September 16th,Kathryn Ormsbee,Candidly Cline,Lake Oswego Public Library
candidly-cline,content,6,"what’s the total price of the singer-songwriter workshop, including the application fee?",$315,Kathryn Ormsbee,Candidly Cline,Lake Oswego Public Library
candidly-cline,content,6,What is the total amount of money that it costs to enter the singer-songwriter workshop?,$315 - $300 + a $15 application fee,Kathryn Ormsbee,Candidly Cline,Beaverton City Library
candidly-cline,content,7,what color is the flyer for the Young Singer Songwriter Worskshop?,(Neon) orange,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,8,in what room does Cline always find Gram on Monday nights?,The den,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,9,what is the name of the doctor who first diagnoses Gram with Alzheimers?,Dr. Windisch,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,10,how long did 'The Porter Wagoner Show' run for?,21 years,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,10,what city and state did Gram move to after her daughter graduated high school?,"Asheville, North Carolina",Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
candidly-cline,content,10,how many years was The Porter Wagoner Show on the air?,21 years,Kathryn Ormsbee,Candidly Cline,OBOB Practice-Question Coalition
